909.48 1128.67 0 0
909.98 1128.69 2.69683 55.9179
910.977 1128.76 6.32236 55.9252
911.966 1128.9 9.91573 55.912
913.43 1129.23 15.3215 55.9103
914.856 1129.7 20.7496 55.9574
916.232 1130.29 26.1285 55.9271
917.116 1130.76 29.7086 55.9366
918.786 1131.86 36.9567 55.9243
919.942 1132.81 42.3375 55.9534
920.66 1133.51 45.9268 55.9561
921.651 1134.63 51.3594 55.9891
922.533 1135.85 56.7364 55.9582
923.296 1137.14 62.1411 55.998
923.935 1138.49 67.5234 55.9332
924.443 1139.9 72.9108 55.8808
924.706 1140.87 76.5222 56.0015
924.987 1142.34 81.9103 55.9443
925.129 1143.83 87.3026 55.9244
925.129 1145.33 92.6974 55.9511
924.987 1146.83 98.0951 55.9124
924.706 1148.3 103.494 55.932
924.288 1149.74 108.883 55.9717
923.736 1151.13 114.285 55.9332
923.055 1152.47 119.682 55.9022
922.252 1153.74 125.07 55.9582
921.333 1154.92 130.446 55.9829
920.306 1156.01 135.806 55.9561
919.567 1156.69 139.472 55.9188
918.383 1157.61 144.806 55.9158
917.118 1158.41 150.232 55.9263
915.782 1159.09 155.642 55.9148
914.388 1159.65 161.072 55.9029
912.948 1160.07 166.451 55.9309
911.476 1160.35 171.829 55.9291
910.482 1160.46 175.464 55.9252
908.983 1160.51 180.861 55.9234
907.487 1160.41 186.266 55.9252
906.005 1160.18 191.606 55.9209
904.552 1159.81 197.002 55.9241
903.141 1159.3 202.481 55.945
901.783 1158.67 207.861 55.9002
900.491 1157.9 213.212 55.8972
899.277 1157.03 218.647 55.9325
898.151 1156.04 224.057 55.9376
897.123 1154.94 229.444 55.9483
896.202 1153.76 234.842 55.9027
895.397 1152.49 240.248 55.9344
894.715 1151.16 245.648 55.9134
894.16 1149.77 251.046 55.9148
893.74 1148.33 256.428 55.9145
893.457 1146.86 261.824 55.9571
893.313 1145.36 267.215 55.9168
893.311 1143.86 272.613 55.8392
893.527 1141.88 279.792 55.9294
893.728 1140.9 283.406 55.9141
894.144 1139.46 288.799 55.8362
894.694 1138.06 294.189 55.9061
895.373 1136.72 299.587 55.8661
896.468 1135.05 306.8 55.8415
897.422 1133.89 312.204 55.876
898.481 1132.83 317.586 55.9421
900.039 1131.58 324.788 55.8801
901.303 1130.78 330.175 55.9763
902.639 1130.09 335.575 55.8839
904.032 1129.54 340.961 55.9625
905.471 1129.12 346.394 55.9243
906.944 1128.84 351.828 55.9224
908.437 1128.69 357.191 55.9151
910.435 1128.72 4.42285 55.9354
911.923 1128.91 9.85813 55.9085
913.387 1129.23 15.2069 55.9235
914.814 1129.69 20.6333 55.9222
916.191 1130.29 26.0628 55.958
917.506 1131.01 31.4816 55.9226
919.143 1132.15 38.6927 55.9433
920.269 1133.14 44.0524 55.9469
921.297 1134.24 49.462 55.9663
922.218 1135.42 54.8319 55.9188
923.024 1136.68 60.2419 55.9192
923.707 1138.02 65.6156 55.9163
924.261 1139.41 71.0123 55.9019
924.557 1140.37 74.6174 55.9294
924.886 1141.83 80.0127 55.9232
925.029 1142.82 83.6062 55.9271
925.126 1144.32 89.0036 55.8446
925.081 1145.82 94.4027 55.9057
924.896 1147.3 99.7877 55.9262
924.571 1148.77 105.179 55.9745
924.279 1149.72 108.764 55.9511
923.73 1151.12 114.166 55.8953
923.052 1152.46 119.554 55.9739
922.25 1153.72 124.96 55.9159
921.334 1154.91 130.348 55.9352
920.309 1156.01 135.765 55.9079
919.571 1156.68 139.352 55.8983
918.388 1157.6 144.788 55.8746
917.123 1158.41 150.168 55.9029
915.788 1159.09 155.52 55.9306
914.395 1159.64 160.948 55.906
913.44 1159.94 164.555 55.9328
911.978 1160.27 169.971 55.9377
910.491 1160.46 175.352 55.9258
908.992 1160.51 180.742 55.9235
907.495 1160.42 186.147 55.9051
906.014 1160.19 191.556 55.9167
905.041 1159.96 195.203 55.94
903.614 1159.5 200.631 55.9589
902.236 1158.91 205.942 55.9029
900.919 1158.19 211.351 55.9143
899.676 1157.35 216.713 55.8792
898.518 1156.4 222.118 55.8925
897.454 1155.34 227.53 55.9002
896.494 1154.19 232.959 55.9246
895.648 1152.95 238.345 55.9828
894.921 1151.64 243.754 55.9544
894.321 1150.27 249.131 55.8914
893.994 1149.32 252.728 55.9166
893.616 1147.87 258.119 55.8526
